OBST ID;TYPE;COORD;LAT;LONG;HGT AGL (FT);ELEV MSL (FT);LGT COLOR;LGT TYPE;LGT INTST;LGT HR;MARKINGS;Area of coverage;Identification of the data originator;Data source identifier;Horizontal accuracy (m);Horizontal confidence level (%);Horizontal resolution (m);Horizontal extent;Horizontal reference system;Vertical accuracy (m);Vertical confidence level (%);Vertical resolution (m);Vertical reference system;Geometry type;Unit of measurement;Integrity;Date and time stamp
EFINOB 46777;Wind turbine;631707.498N 223023.94E;63.2854161111111;22.50665;788;899;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;28.7.2023 0.00.00 +00:00
EFINOB 46778;Wind turbine;631647.928N 223038.709E;63.27998;22.5107525;886;1008;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;28.7.2023 0.00.00 +00:00
EFINOB 46779;Wind turbine;631638.332N 223106.945E;63.2773144444444;22.5185958333333;788;909;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;28.7.2023 0.00.00 +00:00
EFINOB 46780;Wind turbine;631628.641N 223142.522E;63.2746225;22.5284783333333;788;932;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;28.7.2023 0.00.00 +00:00
EFINOB 46782;Mast;631652.744N 223029.26E;63.2813177777778;22.5081277777778;411;525;W;FLG;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;29.4.2020 0.00.00 +00:00
EFINOB 46793;Pylon;601027.309N 250006.681E;60.1742525;25.0018558333333;443;443;R;FLG;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;21.8.2023 0.00.00 +00:00
EFINOB 47018;Wind turbine;644245.829N 244524.467E;64.7127302777778;24.7567963888889;821;939;Unknown;NIL;NIL;NIL;N;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;2.10.2023 10.03.01 +00:00
EFINOB 47019;Wind turbine;644232.435N 244549.173E;64.7090097222222;24.7636591666667;821;945;Unknown;NIL;NIL;NIL;N;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;2.10.2023 10.03.01 +00:00
EFINOB 47020;Wind turbine;644216.476N 244619.651E;64.7045766666667;24.7721252777778;821;959;Unknown;NIL;NIL;NIL;N;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;2.10.2023 10.03.01 +00:00
EFINOB 47021;Wind turbine;644302.981N 244600.18E;64.7174947222222;24.7667166666667;821;932;Unknown;NIL;NIL;NIL;N;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;2.10.2023 10.03.01 +00:00
EFINOB 47022;Wind turbine;644209.465N 244735.313E;64.7026291666667;24.7931425;821;965;Unknown;NIL;NIL;NIL;N;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;2.10.2023 10.03.01 +00:00
EFINOB 47023;Wind turbine;644315.607N 244716.997E;64.7210019444445;24.7880547222222;821;939;Unknown;NIL;NIL;NIL;N;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;2.10.2023 10.03.01 +00:00
EFINOB 47024;Wind turbine;644256.166N 244637.018E;64.7156016666667;24.7769494444444;821;942;Unknown;NIL;NIL;NIL;N;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;2.10.2023 10.03.01 +00:00
EFINOB 47025;Wind turbine;644241.538N 244718.872E;64.7115383333333;24.7885755555556;821;952;Unknown;NIL;NIL;NIL;N;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;2.10.2023 10.03.01 +00:00
EFINOB 47026;Wind turbine;644124.302N 244930.053E;64.6900838888889;24.8250147222222;821;998;Unknown;NIL;NIL;NIL;N;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;2.10.2023 10.03.01 +00:00
EFINOB 47027;Wind turbine;644118.39N 245007.673E;64.6884416666667;24.8354647222222;821;998;Unknown;NIL;NIL;NIL;N;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;2.10.2023 10.03.01 +00:00
EFINOB 47028;Wind turbine;644345.719N 244909.77E;64.7293663888889;24.8193805555556;821;936;Unknown;NIL;NIL;NIL;N;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;2.10.2023 10.03.01 +00:00
EFINOB 47029;Wind turbine;644325.778N 244958.17E;64.7238272222222;24.832825;821;955;Unknown;NIL;NIL;NIL;N;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;2.10.2023 10.03.01 +00:00
EFINOB 47030;Wind turbine;644316.984N 245037.803E;64.7213844444445;24.8438341666667;821;965;Unknown;NIL;NIL;NIL;N;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;2.10.2023 10.03.01 +00:00
EFINOB 47031;Wind turbine;644347.758N 245005.106E;64.7299327777778;24.8347516666667;821;945;Unknown;NIL;NIL;NIL;N;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;2.10.2023 10.03.01 +00:00
EFINOB 47032;Wind turbine;644342.377N 245050.524E;64.7284380555556;24.8473677777778;821;952;Unknown;NIL;NIL;NIL;N;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;2.10.2023 10.03.01 +00:00
EFINOB 47033;Wind turbine;644351.85N 245148.902E;64.7310694444444;24.8635838888889;821;952;Unknown;NIL;NIL;NIL;N;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;2.10.2023 10.03.01 +00:00
EFINOB 47034;Wind turbine;644244.867N 245022.753E;64.7124630555556;24.8396536111111;821;968;Unknown;NIL;NIL;NIL;N;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;2.10.2023 10.03.01 +00:00
EFINOB 47035;Wind turbine;644319.639N 245122.719E;64.7221219444445;24.8563108333333;821;959;Unknown;NIL;NIL;NIL;N;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;2.10.2023 10.03.01 +00:00
EFINOB 47044;Mast;634347.271N 242716.905E;63.7297975;24.4546958333333;492;906;R;FLG;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;15.5.2020 0.00.00 +00:00
EFINOB 47123;Wind turbine;644535.49N 251314.649E;64.7598583333333;25.2207358333333;722;888;R;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;18.8.2020 0.00.00 +00:00
EFINOB 47126;Wind turbine;644514N 251246E;64.7538888888889;25.2127777777778;755;907;R;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;18.8.2020 0.00.00 +00:00
EFINOB 47127;Wind turbine;644455N 251220E;64.7486111111111;25.2055555555556;755;918;R;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;18.8.2020 0.00.00 +00:00
EFINOB 47128;Wind turbine;644436N 251154E;64.7433333333333;25.1983333333333;755;916;R;FLG;NIL;H24;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;18.8.2020 0.00.00 +00:00
EFINOB 47147;Wind turbine;632043.495N 222643.764E;63.34541527777778;22.44549;689;771;W;FLG;LIH;H24;Y;NIL;NIL;Traficom;50;90;5;NIL;NIL;30;90;1;NIL;POINT;ft/m;Routine;2.12.2024 22.00.00 +00:00
EFINOB 47305;Mast;651556.373N 253351.723E;65.2656591666667;25.5643675;394;522;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;10.7.2020 0.00.00 +00:00
EFINOB 47311;Wind turbine;641642.595N 262733.11E;64.2784986111111;26.4591972222222;771;1224;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;25.5.2021 0.00.00 +00:00
EFINOB 47312;Wind turbine;641618.497N 262808.886E;64.2718047222222;26.469135;771;1224;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;25.5.2021 0.00.00 +00:00
EFINOB 47313;Wind turbine;641631.087N 262639.441E;64.2753019444445;26.4442891666667;771;1218;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;25.5.2021 0.00.00 +00:00
EFINOB 47314;Wind turbine;641641.203N 262834.47E;64.2781119444444;26.4762416666667;771;1218;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;25.5.2021 0.00.00 +00:00
EFINOB 47315;Wind turbine;641552.223N 262614.215E;64.2645063888889;26.4372819444444;771;1218;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;25.5.2021 0.00.00 +00:00
EFINOB 47316;Wind turbine;641543.551N 262710.117E;64.2620975;26.4528102777778;771;1228;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;25.5.2021 0.00.00 +00:00
EFINOB 47317;Wind turbine;641535.061N 262522.559E;64.2597391666667;26.4229330555556;771;1228;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;25.5.2021 0.00.00 +00:00
EFINOB 47605;Wind turbine;620442.665N 212615.341E;62.0785180555556;21.4375947222222;821;886;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;8.3.2023 0.00.00 +00:00
EFINOB 47606;Wind turbine;620445.1N 212655.659E;62.0791944444444;21.4487941666667;821;903;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;8.3.2023 0.00.00 +00:00
EFINOB 47607;Wind turbine;620410.337N 212621.962E;62.0695380555556;21.4394338888889;821;886;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;8.3.2023 0.00.00 +00:00
EFINOB 47608;Wind turbine;620423.582N 212649.1E;62.0732172222222;21.4469722222222;821;886;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;8.3.2023 0.00.00 +00:00
EFINOB 47609;Wind turbine;620432.769N 212724.17E;62.0757691666667;21.4567138888889;821;903;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;8.3.2023 0.00.00 +00:00
EFINOB 47610;Wind turbine;620355.955N 212640.552E;62.0655430555556;21.4445977777778;821;886;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;8.3.2023 0.00.00 +00:00
EFINOB 47611;Wind turbine;620405.829N 212712.518E;62.0682858333333;21.4534772222222;821;886;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;8.3.2023 0.00.00 +00:00
EFINOB 47612;Wind turbine;620416.702N 212745.205E;62.0713061111111;21.4625569444444;821;903;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;8.3.2023 0.00.00 +00:00
EFINOB 47613;Wind turbine;620334.105N 212702.782E;62.0594736111111;21.4507727777778;821;903;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;8.3.2023 0.00.00 +00:00
EFINOB 47619;Wind turbine;632415.296N 250532.98E;63.4042488888889;25.0924944444444;788;1326;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;4.8.2022 0.00.00 +00:00
EFINOB 47620;Wind turbine;632352.594N 250536.866E;63.3979427777778;25.0935738888889;788;1323;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;4.8.2022 0.00.00 +00:00
EFINOB 47621;Wind turbine;632341.892N 250608.063E;63.39497;25.1022397222222;788;1313;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;4.8.2022 0.00.00 +00:00
EFINOB 47622;Wind turbine;632319.992N 250559.349E;63.3888866666667;25.0998191666667;788;1296;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;4.8.2022 0.00.00 +00:00
EFINOB 47623;Wind turbine;632312.619N 250633.124E;63.3868386111111;25.1092011111111;788;1310;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;4.8.2022 0.00.00 +00:00
EFINOB 47624;Wind turbine;632322.524N 250438.045E;63.38959;25.0772347222222;788;1296;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;4.8.2022 0.00.00 +00:00
EFINOB 47625;Wind turbine;632308.679N 250503.612E;63.3857441666667;25.0843366666667;788;1287;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;4.8.2022 0.00.00 +00:00
EFINOB 47626;Wind turbine;632250.222N 250628.259E;63.3806172222222;25.1078497222222;788;1313;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;4.8.2022 0.00.00 +00:00
EFINOB 47627;Wind turbine;632247.336N 250543.788E;63.3798155555556;25.0954966666667;788;1287;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;3.8.2022 0.00.00 +00:00
EFINOB 47628;Wind turbine;624619.412N 251327.754E;62.7720588888889;25.2243761111111;755;1472;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;4.8.2022 0.00.00 +00:00
EFINOB 47629;Wind turbine;624623.615N 251239.389E;62.7732263888889;25.2109413888889;755;1472;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;4.8.2022 0.00.00 +00:00
EFINOB 47630;Wind turbine;624640.342N 251217.913E;62.7778727777778;25.2049758333333;755;1452;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;4.8.2022 0.00.00 +00:00
EFINOB 47631;Wind turbine;624707.448N 251206.877E;62.7854022222222;25.2019102777778;755;1459;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;4.8.2022 0.00.00 +00:00
EFINOB 47632;Wind turbine;624721.91N 251142.773E;62.7894194444444;25.1952147222222;755;1449;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;4.8.2022 0.00.00 +00:00
EFINOB 47636;Wind turbine;630432.077N 245116.918E;63.075576944;24.854699444;788;1438;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;4.8.2022 0.00.00 +00:00
EFINOB 47637;Wind turbine;630423.538N 245144.348E;63.073205;24.862318889;788;1431;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;4.8.2022 0.00.00 +00:00
EFINOB 47638;Wind turbine;630404.76N 245155.276E;63.067988889;24.865354444;788;1454;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;4.8.2022 0.00.00 +00:00
EFINOB 47639;Wind turbine;630346.737N 245204.719E;63.0629825;24.8679775;788;1451;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;4.8.2022 0.00.00 +00:00
EFINOB 47640;Wind turbine;630327.653N 245221.076E;63.057681389;24.872521111;788;1452;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;4.8.2022 0.00.00 +00:00
EFINOB 47641;Wind turbine;630415.63N 244954.523E;63.071008333;24.831811944;788;1465;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;4.8.2022 0.00.00 +00:00
EFINOB 47642;Wind turbine;630444.323N 245040.44E;63.078978611;24.844566667;788;1444;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;4.8.2022 0.00.00 +00:00
EFINOB 47653;Wind turbine;630451.75N 245120.388E;63.0810416666667;24.8556633333333;788;1444;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;4.8.2022 0.00.00 +00:00
EFINOB 47660;Wind turbine;635328.72N 244426.205E;63.8913111111111;24.7406125;689;1037;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;22.11.2021 0.00.00 +00:00
EFINOB 47661;Wind turbine;635341.315N 244354.527E;63.8948097222222;24.7318130555556;689;1037;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;22.11.2021 0.00.00 +00:00
EFINOB 47662;Wind turbine;635354.335N 244329.41E;63.8984263888889;24.7248361111111;689;1024;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;22.11.2021 0.00.00 +00:00
EFINOB 47663;Wind turbine;635414.075N 244316.51E;63.9039097222222;24.7212527777778;689;998;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;22.11.2021 0.00.00 +00:00
EFINOB 47664;Wind turbine;635323.945N 244531.208E;63.8899847222222;24.7586688888889;689;1060;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;22.11.2021 0.00.00 +00:00
EFINOB 47665;Wind turbine;635339.878N 244506.095E;63.8944105555556;24.7516930555556;683;1067;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;22.11.2021 0.00.00 +00:00
EFINOB 47666;Wind turbine;635401.492N 244532.541E;63.9004144444444;24.7590391666667;689;1060;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;22.11.2021 0.00.00 +00:00
EFINOB 47731;Wind turbine;625908.637N 240643.064E;62.9857325;24.1119622222222;722;1222;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;30.11.2022 0.00.00 +00:00
EFINOB 47732;Wind turbine;625903.45N 240748.03E;62.9842916666667;24.1300083333333;722;1260;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;30.11.2022 0.00.00 +00:00
EFINOB 47733;Wind turbine;625911.72N 240832.31E;62.9865888888889;24.1423083333333;722;1255;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;30.11.2022 0.00.00 +00:00
EFINOB 47734;Wind turbine;625918.83N 240927.77E;62.9885638888889;24.1577138888889;722;1266;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;30.11.2022 0.00.00 +00:00
EFINOB 47735;Wind turbine;625922.5N 241011.8E;62.9895833333333;24.1699444444444;722;1287;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;30.11.2022 0.00.00 +00:00
EFINOB 47736;Wind turbine;625932.529N 240915.03E;62.9923691666667;24.154175;722;1282;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;30.11.2022 0.00.00 +00:00
EFINOB 47737;Wind turbine;625932.2N 240624.4E;62.9922777777778;24.1067777777778;722;1170;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;30.11.2022 0.00.00 +00:00
EFINOB 47738;Wind turbine;625933.41N 240826.53E;62.9926138888889;24.1407027777778;722;1267;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;30.11.2022 0.00.00 +00:00
EFINOB 47739;Wind turbine;625938.77N 240957.9E;62.9941027777778;24.1660833333333;722;1292;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;30.11.2022 0.00.00 +00:00
EFINOB 47740;Wind turbine;625948.26N 240653.14E;62.9967388888889;24.1147611111111;722;1206;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;30.11.2022 0.00.00 +00:00
EFINOB 47741;Wind turbine;625942.675N 240728.949E;62.9951875;24.1247080555556;722;1218;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;30.11.2022 0.00.00 +00:00
EFINOB 47742;Wind turbine;625951.98N 240916.577E;62.9977722222222;24.1546047222222;722;1264;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;30.11.2022 0.00.00 +00:00
EFINOB 47745;Wind turbine;630012.74N 240923.082E;63.0035388888889;24.1564116666667;722;1273;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;30.11.2022 0.00.00 +00:00
EFINOB 47746;Wind turbine;630020.18N 240653.6E;63.0056055555556;24.1148888888889;722;1250;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;30.11.2022 0.00.00 +00:00
EFINOB 47747;Wind turbine;630025.365N 240733.027E;63.0070458333333;24.1258408333333;722;1252;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;30.11.2022 0.00.00 +00:00
EFINOB 47748;Wind turbine;630022.201N 240815.585E;63.0061669444444;24.1376625;722;1247;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;30.11.2022 0.00.00 +00:00
EFINOB 47749;Wind turbine;630034.7N 240636.02E;63.0096388888889;24.1100055555556;722;1234;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;30.11.2022 0.00.00 +00:00
EFINOB 47752;Wind turbine;630042.242N 240837.345E;63.0117338888889;24.1437069444444;722;1267;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;30.11.2022 0.00.00 +00:00
EFINOB 47753;Wind turbine;630039.91N 240937.503E;63.0110861111111;24.1604175;722;1266;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;30.11.2022 0.00.00 +00:00
EFINOB 47754;Wind turbine;630055.316N 240629.251E;63.0153655555556;24.1081252777778;722;1211;R;F;NIL;HN;Y;NIL;NIL;Traficom;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;NIL;POINT;ft/m;NIL;30.11.2022 0.00.00 +00:00
